interviewee,role,speaker,line_number,sentence,hf_label,hf_score,hf_compound
Liv,interviewer,Navaa,18,"And if yes, what do they offer for those specific needs that you might have now that Canva didn't?",neutral,0.8699057102203369,0.0
Liv,interviewee,Liv,19,"As of now, I just think the AI editing things and editing softwares and apps are pretty interesting, and I might turn to that before I use Canva.",positive,0.9136172533035278,0.8272345066070557
Liv,interviewee,Liv,19,"I mean, now I don't really have any design responsibilities, but I think that if I do get a design responsibility, I'm going to use like a Photoshop.",neutral,0.7254016399383545,0.0
Liv,interviewee,Liv,19,"And then, you know, maybe check out AI before I go back to Canva, but if it's just making a poster, then I would use Canva.",neutral,0.8446164131164551,0.0
Liv,interviewer,Navaa,20,"Got it, okay.",neutral,0.5561825633049011,0.0
Liv,interviewer,Navaa,20,"And what would make you consider coming back to Canva, aside from like what you just listed?",neutral,0.9122627377510071,0.0
Liv,interviewee,Liv,21,"I think if it incorporated more AI, if it had an AI option, I think that'd be kind of cool.",positive,0.8219068050384521,0.6438136100769043
Liv,interviewee,Liv,21,"If there's not a preset that you like, you can even tell the AI, like, hey, I kind of want this kind of layout with this vibe and these components.",neutral,0.5780639052391052,0.0
Liv,interviewee,Liv,21,"Even though it has so many presets, if there's something you have specific that you're looking for, I think would be cool for it to be able to generate that.",positive,0.7096860408782959,0.4193720817565918
Liv,interviewee,Liv,21,"I think with the layout of the tools that if you hover over, like, I like that in Photoshop, it tells you what it does.",neutral,0.5934991836547852,0.0
Liv,interviewee,Liv,21,I don't know if that's the thing in Canva.,neutral,0.703975260257721,0.0
Liv,interviewee,Liv,21,"But what I do like about Canva, I will say, is when you put input a photo, it puts all of your photos that you've imported in one area.",positive,0.7985687255859375,0.597137451171875
Liv,interviewee,Liv,21,I wish that other apps had that.,neutral,0.5449388027191162,0.0
Liv,interviewee,Liv,21,I don't really know if you can edit the photos in Canada.,negative,0.528901219367981,-0.057802438735961914
Liv,interviewee,Liv,21,That might be a cool addition.,positive,0.9528641104698181,0.9057282209396362
Liv,interviewee,Liv,21,There's not a ton of like alterations you can make to the actual things you're importing.,neutral,0.6096284985542297,0.0
Liv,interviewee,Liv,21,And I think that that would be helpful.,positive,0.8252062201499939,0.6504124402999878
Queena,interviewee,Queena,1,"Um, that I… that I use quite a lot.",neutral,0.8208328485488892,0.0
Queena,interviewee,Queena,1,"So that… That's why I used Canva for the, um, text feature, but I wasn't really able to edit much.",neutral,0.6706647872924805,0.0
Queena,interviewee,Queena,1,"I think it might be because of the layering option, or I… it just felt, like, really laggy when I was using it.",negative,0.7494516372680664,-0.4989032745361328
Queena,interviewer,Frank,2,"Oh, for video editing?",neutral,0.830451250076294,0.0
Queena,interviewee,Queena,3,Yeah.,neutral,0.5797717571258545,0.0
Queena,interviewee,Queena,3,"Yeah, for video editing.",neutral,0.7693383097648621,0.0
Queena,interviewer,Frank,4,"Mmm, okay.",neutral,0.6585166454315186,0.0
Queena,interviewer,Frank,4,"Oh, okay.",neutral,0.6342689990997314,0.0
Queena,interviewer,Frank,4,Cool.,positive,0.7078977227210999,0.4157954454421997
Queena,interviewee,Queena,5,"And… let me see, I don't think I could import a very long video and… make it background transparent, which was one of the downsides.",negative,0.820215106010437,-0.640430212020874
Queena,interviewee,Queena,5,"Like, I wish they could allow me to upload, like, infinite amount of time, like… Final Cut Pro, they don't… they don't put a cap on how much time you import, like, the footage.",negative,0.5299346446990967,-0.05986928939819336
Queena,interviewee,Queena,5,"So… but I don't know if it's because of the way they operate, if they put it into cloud, and it's too much storage for them, or something, but… Yeah, for our user's perspective, we don't really think that much.",neutral,0.5250809192657471,0.0
Queena,interviewee,Queena,5,"We're just like, oh, it's not allowing me to, I'm switching to another software.",negative,0.7395749092102051,-0.47914981842041016
Queena,interviewer,Frank,6,"Yeah, exactly.",neutral,0.4948466122150421,0.0
Queena,interviewer,Frank,6,"Um, so… Just to get a better overview.",neutral,0.8763322234153748,0.0
Queena,interviewer,Frank,6,"What are some of the other apps or features as a designer, as a student, that you've used alongside Canva?",neutral,0.87456876039505,0.0
Queena,interviewer,Frank,6,"or you think are similar to Canva, or you… like, think could replace Canva.",neutral,0.8440968990325928,0.0
Queena,interviewee,Queena,7,"Um, one of them, I would say, I actually… oh yeah, before I paid the subscription for… for the Canva, I would… I would go to about it this way.",neutral,0.7926086783409119,0.0
Queena,interviewee,Queena,7,I would use my iPad to draw it myself.,neutral,0.8105428814888,0.0
Queena,interviewee,Queena,7,"Like, I would reference the template that Canva has.",neutral,0.8658068776130676,0.0
Queena,interviewee,Queena,7,Template is such a strong asset in Canva.,positive,0.9220423698425293,0.8440847396850586
Queena,interviewee,Queena,7,Because of how professional it looks for some of them.,neutral,0.6774551868438721,0.0
Queena,interviewee,Queena,7,"And then I would just draw it, like, using the same shape, same color, and then I would draw it onto, like, um… That's like, what is it called?",neutral,0.8828532695770264,0.0
Queena,interviewee,Queena,7,Let me see.,neutral,0.6620604991912842,0.0
Queena,interviewee,Queena,7,I think Procreate.,neutral,0.8476521372795105,0.0
Queena,interviewee,Queena,7,That's… that's what it's.,neutral,0.7348116040229797,0.0
Queena,interviewee,Queena,7,"Um, I feel like… Procreate is so nice if you want to, like, hand draw stuff, it's really nice.",positive,0.9754167199134827,0.9508334398269653
Queena,interviewee,Queena,7,"And also, yeah, I use Canva for thumbnail making for YouTube videos.",neutral,0.6708327531814575,0.0
Queena,interviewee,Queena,7,"And sometimes I want to add those, like, hand-drawn details to make it look a bit more, you know, handmade, personal.",neutral,0.7023996710777283,0.0
Queena,interviewee,Queena,7,"Um, I have to use, like, um… the cursor to draw it, and it's slightly, like… it's not… it's not as customizable, like, the pen options aren't that many.",negative,0.770391583442688,-0.540783166885376
Queena,interviewee,Queena,7,"And it's, like, all limited to probably, like, 3 options, and they have, like, very specific functions, like, for example, they… I don't know if you know the, um, streamline function, but they would, like, When you draw, you don't have, like, the full control over it.",neutral,0.7884445786476135,0.0
Queena,interviewee,Queena,7,"They would, like, kind of curve you back to where your previous like drawing is, so it's kind of like that.",neutral,0.8874392509460449,0.0
Queena,interviewee,Queena,7,"Um, I wish they have, um, I don't know, I haven't used it on iPad, but if they have an option to, like, draw stuff nicely on Canva, that would be nice.",neutral,0.5023980736732483,0.0
Queena,interviewee,Queena,7,"It doesn't have to be, like, very elaborate.",neutral,0.6640228033065796,0.0
Queena,interviewee,Queena,7,"It could be just, like, Um, just, it could be just, like, good notes.",positive,0.8765179514884949,0.7530359029769897
Queena,interviewee,Queena,7,"Like, we're… we're the pen functions or something is slightly more customizable, but not to the extent of park rate.",neutral,0.825385332107544,0.0
Queena,interviewee,Queena,7,"But it then would be enough for me like, handwrite stuff, because, like, I feel like I'm able to draw, like, tiny little stars or tiny little outlines, but then it wouldn't be enough for me to write, like… happy, or something, like, without making them look very… like, obvious that I'm writing it with my trackpad.",neutral,0.6258981227874756,0.0
Queena,interviewer,Frank,8,Okay.,neutral,0.5692517757415771,0.0
Queena,interviewer,Frank,8,"Yeah, that makes sense.",positive,0.664050817489624,0.32810163497924805
Queena,interviewee,Queena,9,"And also, it's slightly limited in terms of, like, the pen functions, like, you can't change how it's tapered, like, towards the end, I think it's just, like, if you let go, then it's like a sharp ending instead of, like, around edges, which I know this is, like, so, like, minute, but, like, sometimes those stuff just… matters.",neutral,0.6482189297676086,0.0
Queena,interviewer,Frank,10,Got it.,neutral,0.6065152287483215,0.0
Queena,interviewer,Frank,10,"Do you think going to a professional setting when you're in college or looking for SARPs or whatever, and when you go to a professional setting once you graduate college, when you land a real job.",neutral,0.9058039784431458,0.0
Queena,interviewer,Frank,10,Do you think he'll keep using Canva?,neutral,0.9583183526992798,0.0
Queena,interviewee,Queena,11,"Okay, the thing about that is it's actually very dependent on the workspace, so I think it, like, from the perspective that I look at now, when I think about it, It would also be like, oh, it's my personal choice, and I can choose between the different workspace, but when… in the actual company, they would give you instructions to, like, use Figma, or use Photoshop, or use Canva.",neutral,0.8242679834365845,0.0
Queena,interviewee,Queena,11,"And that's also because of the fact, if they have subscription for it, and then people can, whether they can collaborate on it.",neutral,0.8800593614578247,0.0
Queena,interviewee,Queena,11,"So, I feel like, in terms of the industry, if… If the company itself is reluctant in changing, or, like, using that as a team, then you wouldn't be using it.",negative,0.5247339606285095,-0.04946792125701904
Queena,interviewee,Queena,11,"So it's less of a matter of personal choice, but more of, like, if the company operates on it or not.",neutral,0.7995784878730774,0.0
Queena,interviewee,Queena,11,"And for… for… as for my experience so far in working at startup, they're very flexible.",positive,0.8762006163597107,0.7524012327194214
Queena,interviewee,Queena,11,"And if you want to use Canva Pro, they would give you Canva Pro, like, they would give you a budget, and you can… they can work within that.",neutral,0.6560291647911072,0.0
Queena,interviewee,Queena,11,"Um, but… for a more, like, I don't know, for more… bigger company or more established one, I think if they already have a system in place, It'd be hard to convince them to switch, unless for a compelling reason.",neutral,0.5947570204734802,0.0
Queena,interviewer,Frank,12,Okay.,neutral,0.5692517757415771,0.0
Queena,interviewee,Queena,13,And they usually wouldn't require you to work within the workspace.,neutral,0.8178983926773071,0.0
Queena,interviewee,Queena,13,For purposes of collaborating and also consistency.,neutral,0.6849647760391235,0.0
Queena,interviewer,Frank,14,Mm-hmm.,neutral,0.8152696490287781,0.0
Queena,interviewer,Frank,14,"So, for the current university level of professionalism, Would you keep using Canva coming from high school curriculars to uni clubs?",neutral,0.9233026504516602,0.0
Queena,interviewee,Queena,15,"Okay, that's interesting.",positive,0.8379567265510559,0.6759134531021118
Queena,interviewee,Queena,15,"Because the clubs that I'm in right now, it's more… okay, I'm in the Trojan news, which I'm part of the video editing team.",neutral,0.7897987961769104,0.0
Queena,interviewee,Queena,15,"For video editing, I won't be using Canva, just because of how limiting it is.",negative,0.784943699836731,-0.5698873996734619
Queena,interviewee,Queena,15,"And I'll be using… Uh, like, I think even iMovie would be better, honestly.",neutral,0.48289674520492554,0.0
Queena,interviewee,Queena,15,"Um, so I would be using Final Cut, as usual.",neutral,0.8365100622177124,0.0
Queena,interviewee,Queena,15,"And then for… Marketing purposes, um… I'm think… we haven't started actual marketing yet, because we've been doing branding for the past 2 months, but moving into that, I think I might be for posts, because of the fact that it's still very nice for… quick and easy, um… layouts.",positive,0.6733508706092834,0.3467017412185669
Queena,interviewee,Queena,15,"Um, I think Figma, for me, for that, is just way too unnecessarily complicated.",negative,0.8439546823501587,-0.6879093647003174
Queena,interviewer,Frank,16,Right.,neutral,0.6263926029205322,0.0
Queena,interviewer,Frank,16,Yeah.,neutral,0.5797717571258545,0.0
Queena,interviewee,Queena,17,And I think Canva just has better layouts and better templates.,positive,0.6541697382926941,0.3083394765853882
Queena,interviewee,Queena,17,"So I think for that, I would.",neutral,0.6663632988929749,0.0
Queena,interviewee,Queena,17,"Um… But other… otherwise… and for YouTube thumbnails, I still would be using Canva, just because of just how ease of use it is for background removing.",neutral,0.5218822956085205,0.0
Queena,interviewee,Queena,17,"That itself, like, it's solely, like… That kind of movie, like, that one feature sold me, because of just how incredibly good it is, but yeah.",positive,0.9358483552932739,0.8716967105865479
Queena,interviewee,Queena,17,Um… Yeah.,neutral,0.7914702296257019,0.0
Queena,interviewee,Queena,17,For other ones?,neutral,0.9004431962966919,0.0
Queena,interviewee,Queena,17,"Nope, I don't know.",neutral,0.6804510951042175,0.0
Queena,interviewer,Frank,18,Okay.,neutral,0.5692517757415771,0.0
Queena,interviewer,Frank,18,What would you say your design service using percentage transitioning from highschool to university was like?,neutral,0.8877376914024353,0.0
Queena,interviewee,Queena,19,"Okay, I think… Canva definitely peaked for me in probably grade 11.",positive,0.47993817925453186,-0.04012364149093628
Queena,interviewee,Queena,19,"Just because there were so many events, banners we have to make, and the fact that we had to make them in rapid successions, and, like, it's one after… So, Canva was so nice for us to make sure that, um, the kind of theme was on point, because we could just, like, you know, copy and paste it over into another template, and then maintain the font, maintain the color scheme, And we can transition from the PowerPoint to making a banner.",positive,0.5684323310852051,0.13686466217041016
Queena,interviewee,Queena,19,"So that's, like, the really nice option of that, and… Um, afterwards, I haven't been using it as much because I've been also… For us to, like, use Figma, for example, or to use other softwares, so it's, like, slightly declining.",neutral,0.4479435682296753,0.0
Queena,interviewee,Queena,19,"It used to be, like, 100% Canva.",neutral,0.7877929210662842,0.0
Queena,interviewee,Queena,19,"And then now it's slowly transitioning into, like, also having to learn other softwares.",neutral,0.7639888525009155,0.0
Queena,interviewer,Frank,20,"Okay, got it.",neutral,0.6025015115737915,0.0
Queena,interviewee,Queena,21,"Probably still, like, 60% Canva, because of just how… how… how, like, how much I've been using it in the past, and most of my past works has been on it.",neutral,0.7595356106758118,0.0
Queena,interviewee,Queena,22,"Oh yeah, and also one thing that's very confusing is you know how there's, like, workspace within Canva?",negative,0.687876284122467,-0.3757525682449341
Queena,interviewee,Queena,22,And I can't transition it from one workspace to another.,negative,0.6215612292289734,-0.24312245845794678
Queena,interviewee,Queena,22,"For example, if I've been using Mr. Kwong's workspace, and I've been having Hemet stuff in there, which is my company.",neutral,0.9202011823654175,0.0
Queena,interviewer,Frank,23,Mm-hmm.,neutral,0.8152696490287781,0.0
Queena,interviewee,Queena,24,"I've been using it there, um, and we have… now have a Hemo workspace.",neutral,0.7905805110931396,0.0
Queena,interviewee,Queena,24,I can't really transition it into that.,neutral,0.5044959783554077,0.0
Queena,interviewee,Queena,24,"Like, or I don't know how to in an easy way.",negative,0.6109239459037781,-0.22184789180755615
Queena,interviewee,Queena,24,That's what's quite frustrating.,negative,0.9081188440322876,-0.8162376880645752
Queena,interviewer,Frank,25,"Okay, I totally agree, that was one of the things that was frustrating for me as well transitioning to a Yale email account.",negative,0.768552839756012,-0.5371056795120239
Queena,interviewer,Frank,25,Has that been a big issue for you?,neutral,0.7926714420318604,0.0
Queena,interviewee,Queena,26,"Yeah, it really has… I’ve been using my old LMS account for Canva for so long, and since its non-existent now, there’s almost 100 files on a non-existent account right now.",negative,0.5868964791297913,-0.17379295825958252
Queena,interviewee,Queena,26,"And I don't want to lose them all, but, like, I have, like, no way to deal with it.",negative,0.8749321699142456,-0.7498643398284912
Queena,interviewer,Frank,27,Hmm.,neutral,0.7122845649719238,0.0
Queena,interviewer,Frank,27,"Okay, cool.",positive,0.6889756321907043,0.3779512643814087
Queena,interviewer,Frank,27,"Wait, so have you tried transitioning from one email account to another?",neutral,0.9414508938789368,0.0
Queena,interviewee,Queena,28,"I have, but I don't think it ever worked.",negative,0.8081427812576294,-0.6162855625152588
Queena,interviewee,Queena,28,I'm not sure why.,neutral,0.5896182656288147,0.0
Queena,interviewee,Queena,28,"I think I tried, like, probably 2 or 3 times by now, but… The last time I tried, I think it just made me, like, give up.",negative,0.7500112056732178,-0.5000224113464355
Queena,interviewee,Queena,28,So this is not happening.,negative,0.5280591249465942,-0.05611824989318848
Queena,interviewer,Frank,29,"Ok, thank you so much for your time.",positive,0.9552626013755798,0.9105252027511597
Queena,interviewer,Frank,29,That was a very long time.,negative,0.4575033187866211,0.08499336242675781
Queena,interviewer,Frank,29,"Um, I'll end the recording now, so this will be the end of our formal interview.",neutral,0.8991271257400513,0.0
Jane,interviewer,Navaa,1,"So if you can just tell us a bit about yourself, name, age, what you do, what like your hobbies are, how you use Canva, sure.",neutral,0.8185641765594482,0.0
Jane,interviewee,Jane,2,"Hi, my name is Jane.",neutral,0.6739557981491089,0.0
Jane,interviewee,Jane,2,"I'm a senior at UCLA, studying polysign econ in my free time, I like to do yoga.",positive,0.5822387337684631,0.16447746753692627
Jane,interviewee,Jane,2,"Shop go, you know, look at different cafes in LA with my friends, hang out with friends, watch movies.",neutral,0.5640467405319214,0.0
Jane,interviewer,Navaa,3,"So would you describe yourself as, like, a current user of Canva to like, in in this moment as a student?",neutral,0.9339826107025146,0.0
Jane,interviewee,Jane,4,"We do use Canva, we do have our premium accounts.",neutral,0.8450539708137512,0.0
Jane,interviewee,Jane,4,"I cannot access it, to be honest.",negative,0.8296853303909302,-0.6593706607818604
Jane,interviewee,Jane,4,"We use all the time for group projects, like earlier today, I was doing a group project for one of my classes, and we used Canva for slideshows.",neutral,0.77241450548172,0.0
Jane,interviewee,Jane,4,"I think we've had Canva premium, like, accessible to students for either two or three years.",neutral,0.8289841413497925,0.0
Jane,interviewee,Jane,4,"Now, I know it wasn't a thing my freshman year, but definitely my sophomore or junior year.",neutral,0.7384679913520813,0.0
Jane,interviewee,Jane,4,"Like, everyone used to  access Canva Pro, um, yeah, I think it's pretty good.",positive,0.9072315692901611,0.8144631385803223
Jane,interviewee,Jane,4,"Like, I use it quite a bit, but I think some people actually defer to Google Slides.",neutral,0.7223802804946899,0.0
Jane,interviewer,Navaa,5,"Yeah, that is kind of like a nice segue into the next question, which is, like, what's the biggest value that you would say Canva provides for you currently?",positive,0.6418489813804626,0.2836979627609253
Jane,interviewer,Navaa,5,"And like, why do you use it?",neutral,0.5378771424293518,0.0
Jane,interviewer,Navaa,5,"Why would you choose Canva for like, something specifically over like, Google Slides?",neutral,0.6332089900970459,0.0
Jane,interviewee,Jane,6,"Personally, I wouldn't choose it over Google Slides.",neutral,0.6260536313056946,0.0
Jane,interviewee,Jane,6,"I just think I know how to use Google, like the Google Cloud stuff, better than I know how to use other, secondary party stuff like Canva.",positive,0.6756500601768494,0.35130012035369873
Jane,interviewee,Jane,6,"But I guess if I were to use it, it would for it to be for, if I want to make an Instagram post for a club or something, or if I want to make a flyer for a club, or even if I want to do like a presentation or something, I think Canva offers a lot more like templates and stickers and to think make things more eye catching.",neutral,0.7152762413024902,0.0
Jane,interviewee,Jane,6,I think that's why a lot of people like to use it.,positive,0.6555924415588379,0.3111848831176758
Jane,interviewer,Navaa,7,"Yeah, absolutely like aesthetic value.",positive,0.9253323674201965,0.8506647348403931
Jane,interviewer,Navaa,7,"Yeah, yeah.",neutral,0.5609479546546936,0.0
Jane,interviewer,Navaa,7,And then what are some reasons that you would like stop using Canva and have you switched to another design tool before?,neutral,0.8513713479042053,0.0
Jane,interviewer,Navaa,7,"And if yes, which one and why it's just like stuff you don't like about it?",negative,0.7392557263374329,-0.4785114526748657
Jane,interviewee,Jane,8,"Actually, today, I was having a hard time trying to add a text box to Canva.",negative,0.7605912685394287,-0.5211825370788574
Jane,interviewee,Jane,8,So I think that's kind of confusing.,negative,0.6824290156364441,-0.3648580312728882
Jane,interviewee,Jane,8,"I think like, you can add a text box, then if you click out of it, it clicks away, or something, it's kind of hard to find.",neutral,0.7044610381126404,0.0
Jane,interviewee,Jane,8,"I think, honestly, that's it.",neutral,0.6799607872962952,0.0
Jane,interviewee,Jane,8,"Like, I think it's pretty intuitive.",positive,0.6469755172729492,0.29395103454589844
Jane,interviewee,Jane,8,"Honestly, I think it's very similar to Google, Google Slides or Outlook slides or whatever they're called, but just the organization of everything.",neutral,0.7313376665115356,0.0
Jane,interviewee,Jane,8,"But I think besides Canva, I haven't really used other stuff, like for UCLA.",neutral,0.7248896956443787,0.0
Jane,interviewee,Jane,8,I've used Adobe Acrobat while I was at work over the summer.,neutral,0.7814643383026123,0.0
Jane,interviewee,Jane,8,"I would use it because my firm had it, so I would use it and have my Canva Pro.",neutral,0.5079631805419922,0.0
Jane,interviewer,Navaa,9,"Um, and I guess this next question is, is very similar to the last one I just asked.",neutral,0.8410794734954834,0.0
Jane,interviewer,Navaa,9,But what do you find are your current pain points when using Canva?,neutral,0.7268982529640198,0.0
Jane,interviewer,Navaa,9,"If there isn't anything, you don't have to answer it.",neutral,0.6156631708145142,0.0
Jane,interviewee,Jane,10,"Um, I think the pain points, I don't really have one, to be honest.",negative,0.5962880253791809,-0.19257605075836182
Jane,interviewee,Jane,10,I think it's  what I was thinking about the text boxes.,neutral,0.9102556109428406,0.0
Jane,interviewee,Jane,10,"But I think that's just like, I don't use Canva as much as other people do.",neutral,0.6053366661071777,0.0
Jane,interviewee,Jane,10,So that's just a skill issue that I personally have.,neutral,0.6016116738319397,0.0
Jane,interviewer,Navaa,11,"I got you, if there's like, any like, like, logistical, like, account stuff as well that you've, like, run into?",neutral,0.8703334331512451,0.0
Jane,interviewee,Jane,12,"Well, I think like for us, you have Canva premium as a UCLA student, I just personally don't know how to access it and that's okay with me, because I don't really find the need to use it.",neutral,0.6065671443939209,0.0
Jane,interviewee,Jane,12,"Because it wasn't a thing my freshman year, I've never really switched over from, like, Google Docs or Google slides to Canva.",neutral,0.8024112582206726,0.0
Jane,interviewee,Jane,12,"And yeah, I don't really find the need to use Canva premium.",negative,0.6080331206321716,-0.21606624126434326
Jane,interviewee,Jane,12,So I don't really use it that much.,neutral,0.6025440096855164,0.0
Jane,interviewee,Jane,12,"I don't really, like, have a lot of skills or hardships with it, to be honest.",negative,0.7920381426811218,-0.5840762853622437
Jane,interviewer,Navaa,13,I got you.,positive,0.7181219458580017,0.4362438917160034
Jane,interviewer,Navaa,13,And then what are some changes or improvements that you think Canva should make to fit your needs specifically better.,neutral,0.7768951654434204,0.0
Jane,interviewee,Jane,14,I don't know.,neutral,0.6740085482597351,0.0
Jane,interviewee,Jane,14,"I honestly feel like Canva is a great, like, tool.",positive,0.9572717547416687,0.9145435094833374
Jane,interviewee,Jane,14,It's just I haven't taken my own time to learn more about it.,negative,0.5685209035873413,-0.13704180717468262
Jane,interviewee,Jane,14,"And that’s the main thing that, like, I don't really use Canva because I don't really see a need to most of the time, but I think like that, the fact that a lot of other people use Canva speaks to, you know, how it's grown and everything, and how it seems to be doing pretty well, and, like, suiting a lot of people's needs.",positive,0.48603126406669617,-0.027937471866607666
Jane,interviewer,Navaa,15,Yeah.,neutral,0.5797717571258545,0.0
Jane,interviewer,Navaa,15,"And I guess one last question is, do you know a lot of people that are accessing Canva premium, and are using Canva pro at UCLA specifically?",neutral,0.9432801008224487,0.0
Jane,interviewer,Navaa,15,"Or is it just that the people you interact with, the people you work with, are also the same, where they don't really feel the need to use it?",neutral,0.6986039280891418,0.0
Jane,interviewee,Jane,16,I think a lot of people I know use Canva Pro.,neutral,0.7963238954544067,0.0
Jane,interviewee,Jane,16,"I think, if it's free at UCLA, then why not use it?",neutral,0.8636428713798523,0.0
Jane,interviewee,Jane,16,"I think is the main thing, but it's also, for example, UCLA gives you Microsoft Outlook for free.",neutral,0.7765241861343384,0.0
Jane,interviewee,Jane,16,"And I don't know how to use it either, and I think it depends like, how much you actively try to look for it.",negative,0.8201243281364441,-0.6402486562728882
Jane,interviewee,Jane,16,"But I think a lot of people use it, like whoever I was working with on the Micro project today.",positive,0.6156965494155884,0.23139309883117676
Yoyo,interviewer,Frank,1,Do you mind if we disclose your demographic information?,neutral,0.9557896256446838,0.0
Yoyo,interviewer,Frank,1,Your age and your gender?,neutral,0.9248621463775635,0.0
Yoyo,interviewee,Yoyo,2,"Yeah, sure, that's fine.",positive,0.7375046610832214,0.47500932216644287
Yoyo,interviewer,Frank,3,"Okay, great, thank you.",positive,0.9732479453086853,0.9464958906173706
Yoyo,interviewer,Frank,3,Cool.,positive,0.7078977227210999,0.4157954454421997
Yoyo,interviewer,Frank,3,"Then, first question is, how long have you been using Canva for?",neutral,0.9216521978378296,0.0
Yoyo,interviewee,Yoyo,4,"Um, I've probably been using Canva for at least, like, 8 years since, like, grade 4.",neutral,0.7905972599983215,0.0
Yoyo,interviewer,Frank,5,Did you ever have a premium account?,neutral,0.922856330871582,0.0
Yoyo,interviewer,Frank,5,"Did you pay for them, or did you always… have you always used a free account?",neutral,0.9215496778488159,0.0
Yoyo,interviewee,Yoyo,6,"Um, I never paid for it, I just got a free premium account from my high school, yeah.",neutral,0.7934750318527222,0.0
Yoyo,interviewer,Frank,7,Where did you get this free account from?,neutral,0.9034837484359741,0.0
Yoyo,interviewee,Yoyo,8,"I mean, like, my school kind of provided it, but then, like, Okay, like, they provided it when I was in, like, grade 10 or something, so before that, I just used it for free, like, I never really paid for it.",neutral,0.827389121055603,0.0
Yoyo,interviewer,Frank,9,"Okay, got it.",neutral,0.6025015115737915,0.0
Yoyo,interviewer,Frank,9,Do you remember which teacher you got Canva Premium from?,neutral,0.9554594159126282,0.0
Yoyo,interviewee,Yoyo,10,"Um, I think my school just sent me an email, and then they were like, oh, if you're, like, interested in this, you can sign yourself up, but there's, like, limited, like, spots for it, and I just, like, got it, like, immediately.",neutral,0.7476588487625122,0.0
Yoyo,interviewer,Frank,11,"Um, yeah.",neutral,0.7708285450935364,0.0
Yoyo,interviewer,Frank,11,"So, you've always been using Canva for a while.",neutral,0.9122794270515442,0.0
Yoyo,interviewer,Frank,11,What do you normally use Canva for?,neutral,0.929024875164032,0.0
Yoyo,interviewee,Yoyo,12,"I guess, I feel like Canva's really useful if you're, like, making, like, low-stakes social media posts, especially for, like, different clubs or, like, For, like, I guess, like, school clubs, too.",positive,0.6566783785820007,0.31335675716400146
Yoyo,interviewee,Yoyo,12,"I don't think it's, like, the best kind of, like, platform for making more advanced design, but if I'm just doing it for, like, I really, really, like, mini project, and I'll probably use Canva.",negative,0.6537555456161499,-0.3075110912322998
Yoyo,interviewer,Frank,13,"Then, specifically, could you describe how you use Canva?",neutral,0.930916428565979,0.0
Yoyo,interviewer,Frank,13,"How is Canva used as a part of your workflow when designing posters, websites, flyers?",neutral,0.8959261775016785,0.0
Yoyo,interviewee,Yoyo,14,"Okay, for flyers and, like, for graphic designs in general, like, Canva's good, because, like, especially if you want to make it, like, in a really short time, because they provide you, like, things like templates.",positive,0.8335394263267517,0.6670788526535034
Yoyo,interviewee,Yoyo,14,"Which is, like, quite useful, but if we're talking about, like, website design, like, it's really, really hard to navigate.",negative,0.6936131715774536,-0.3872263431549072
Yoyo,interviewee,Yoyo,14,"Like, Figma, I use Figma instead, because, like, Figma is, like, made professionally for, like, making, like, UI design and things like that, so I feel like that would be more useful than Canva.",neutral,0.49889737367630005,0.0
Yoyo,interviewer,Frank,15,"Okay, got it.",neutral,0.6025015115737915,0.0
Yoyo,interviewer,Frank,15,Could you list all the design services you use?,neutral,0.9106036424636841,0.0
Yoyo,interviewee,Yoyo,16,All the softwares I use?,neutral,0.8989887833595276,0.0
Yoyo,interviewee,Yoyo,16,"Okay, um, I use Canva, I use Adobe Illustrator, Adobe Photoshop.",neutral,0.6870763301849365,0.0
Yoyo,interviewee,Yoyo,16,"Um, I use Figma.",neutral,0.8787342309951782,0.0
Yoyo,interviewee,Yoyo,16,"And then there's, like, a bunch of, like, um, kind of, like, 3D modeling things I do.",neutral,0.8196037411689758,0.0
Yoyo,interviewee,Yoyo,16,"Like, I use, um, Fusion 360 Nomad Sculpt.",neutral,0.9075976014137268,0.0
Yoyo,interviewee,Yoyo,16,I also use a bit of Blender.,neutral,0.7003886699676514,0.0
Yoyo,interviewee,Yoyo,16,"Oh, and then there's… there's just things like drawing and editing stuff, like Procreate, and then, like, Final Cut Pro and DaVinci Resolve for, like, videos and stuff.",neutral,0.8186320662498474,0.0
Yoyo,interviewee,Yoyo,16,"Yeah, that's basically it.",neutral,0.6871253848075867,0.0
Yoyo,interviewer,Frank,17,Wow.,positive,0.6795675754547119,0.35913515090942383
Yoyo,interviewer,Frank,17,"The reason I ask is because I want to know how much of each software do you use, or do you rely on?",neutral,0.9017353057861328,0.0
Yoyo,interviewer,Frank,17,What would be the percentage distribution of the time you spend usinh these different services?,neutral,0.912858784198761,0.0
Yoyo,interviewee,Yoyo,18,"It really depends on, like, the purpose, like, for… okay, like, for just, like, basic social media posts and stuff, I'll definitely use Canva, and that's probably, like, Like, 30% of the time, And because I've, like, I do a lot of UI more than a graphic design, I probably use, like, use, like, like, 50% of Figma.",neutral,0.7135524153709412,0.0
Yoyo,interviewee,Yoyo,18,"And then I feel like the rest… I said 30% for Canvas, so, like, the rest, like, 20%...",neutral,0.7953714728355408,0.0
