interviewee,role,speaker,line_number,sentence,vader_compound,vader_label,sentence_lower,mentions_canva,mentions_other_tool,professional_keywords,canva_prof_context
Liv,interviewer,Navaa,16,Got it.,0.0,neutral,got it.,False,False,False,False
Liv,interviewer,Navaa,16,"Um, and were there any challenges or frustrations that made Canva less valuable for you specifically?",0.0276,neutral,"um, and were there any challenges or frustrations that made canva less valuable for you specifically?",True,False,False,False
Liv,interviewee,Liv,17,"No, I just outgrew it a little bit.",-0.296,negative,"no, i just outgrew it a little bit.",False,False,False,False
Liv,interviewee,Liv,17,"I do think it's very helpful when you're doing stuff for school or like for a club or maybe even just if you're making a flyer for a party or something, like that.",0.8687,positive,"i do think it's very helpful when you're doing stuff for school or like for a club or maybe even just if you're making a flyer for a party or something, like that.",False,False,False,False
Liv,interviewee,Liv,17,"But when you get to professional things, I think it calls for a more refined tool.",0.0,neutral,"but when you get to professional things, i think it calls for a more refined tool.",False,False,True,False
Liv,interviewer,Navaa,18,"And for those more professional roles or maybe high-level roles that you might occupy now, have you started using any other tools that aren't Canva?",0.0,neutral,"and for those more professional roles or maybe high-level roles that you might occupy now, have you started using any other tools that aren't canva?",True,False,True,True
Liv,interviewer,Navaa,18,"And if yes, what do they offer for those specific needs that you might have now that Canva didn't?",0.4019,positive,"and if yes, what do they offer for those specific needs that you might have now that canva didn't?",True,False,False,False
Liv,interviewee,Liv,19,"As of now, I just think the AI editing things and editing softwares and apps are pretty interesting, and I might turn to that before I use Canva.",0.7096,positive,"as of now, i just think the ai editing things and editing softwares and apps are pretty interesting, and i might turn to that before i use canva.",True,False,False,False
Liv,interviewee,Liv,19,"I mean, now I don't really have any design responsibilities, but I think that if I do get a design responsibility, I'm going to use like a Photoshop.",0.5023,positive,"i mean, now i don't really have any design responsibilities, but i think that if i do get a design responsibility, i'm going to use like a photoshop.",False,True,False,False
Liv,interviewee,Liv,19,"And then, you know, maybe check out AI before I go back to Canva, but if it's just making a poster, then I would use Canva.",0.0,neutral,"and then, you know, maybe check out ai before i go back to canva, but if it's just making a poster, then i would use canva.",True,False,False,False
Liv,interviewer,Navaa,20,"Got it, okay.",0.2263,positive,"got it, okay.",False,False,False,False
Liv,interviewer,Navaa,20,"And what would make you consider coming back to Canva, aside from like what you just listed?",0.3612,positive,"and what would make you consider coming back to canva, aside from like what you just listed?",True,False,False,False
Liv,interviewee,Liv,21,"I think if it incorporated more AI, if it had an AI option, I think that'd be kind of cool.",0.2516,positive,"i think if it incorporated more ai, if it had an ai option, i think that'd be kind of cool.",False,False,False,False
Liv,interviewee,Liv,21,"If there's not a preset that you like, you can even tell the AI, like, hey, I kind of want this kind of layout with this vibe and these components.",0.6133,positive,"if there's not a preset that you like, you can even tell the ai, like, hey, i kind of want this kind of layout with this vibe and these components.",False,False,False,False
Liv,interviewee,Liv,21,"Even though it has so many presets, if there's something you have specific that you're looking for, I think would be cool for it to be able to generate that.",0.3182,positive,"even though it has so many presets, if there's something you have specific that you're looking for, i think would be cool for it to be able to generate that.",False,False,False,False
Liv,interviewee,Liv,21,"I think with the layout of the tools that if you hover over, like, I like that in Photoshop, it tells you what it does.",0.6124,positive,"i think with the layout of the tools that if you hover over, like, i like that in photoshop, it tells you what it does.",False,True,False,False
Liv,interviewee,Liv,21,I don't know if that's the thing in Canva.,0.0,neutral,i don't know if that's the thing in canva.,True,False,False,False
Liv,interviewee,Liv,21,"But what I do like about Canva, I will say, is when you put input a photo, it puts all of your photos that you've imported in one area.",0.5023,positive,"but what i do like about canva, i will say, is when you put input a photo, it puts all of your photos that you've imported in one area.",True,False,False,False
Liv,interviewee,Liv,21,I wish that other apps had that.,0.4019,positive,i wish that other apps had that.,False,False,False,False
Liv,interviewee,Liv,21,I don't really know if you can edit the photos in Canada.,0.0,neutral,i don't really know if you can edit the photos in canada.,False,False,False,False
Liv,interviewee,Liv,21,That might be a cool addition.,0.3182,positive,that might be a cool addition.,False,False,False,False
Liv,interviewee,Liv,21,There's not a ton of like alterations you can make to the actual things you're importing.,-0.2755,negative,there's not a ton of like alterations you can make to the actual things you're importing.,False,False,False,False
Liv,interviewee,Liv,21,And I think that that would be helpful.,0.4215,positive,and i think that that would be helpful.,False,False,False,False
Queena,interviewee,Queena,1,"Um, that I… that I use quite a lot.",0.0,neutral,"um, that i… that i use quite a lot.",False,False,False,False
Queena,interviewee,Queena,1,"So that… That's why I used Canva for the, um, text feature, but I wasn't really able to edit much.",0.0,neutral,"so that… that's why i used canva for the, um, text feature, but i wasn't really able to edit much.",True,False,False,False
Queena,interviewee,Queena,1,"I think it might be because of the layering option, or I… it just felt, like, really laggy when I was using it.",0.3612,positive,"i think it might be because of the layering option, or i… it just felt, like, really laggy when i was using it.",False,False,False,False
Queena,interviewer,Frank,2,"Oh, for video editing?",0.0,neutral,"oh, for video editing?",False,False,False,False
Queena,interviewee,Queena,3,Yeah.,0.296,positive,yeah.,False,False,False,False
Queena,interviewee,Queena,3,"Yeah, for video editing.",0.296,positive,"yeah, for video editing.",False,False,False,False
Queena,interviewer,Frank,4,"Mmm, okay.",0.2263,positive,"mmm, okay.",False,False,False,False
Queena,interviewer,Frank,4,"Oh, okay.",0.2263,positive,"oh, okay.",False,False,False,False
Queena,interviewer,Frank,4,Cool.,0.3182,positive,cool.,False,False,False,False
Queena,interviewee,Queena,5,"And… let me see, I don't think I could import a very long video and… make it background transparent, which was one of the downsides.",0.0,neutral,"and… let me see, i don't think i could import a very long video and… make it background transparent, which was one of the downsides.",False,False,False,False
Queena,interviewee,Queena,5,"Like, I wish they could allow me to upload, like, infinite amount of time, like… Final Cut Pro, they don't… they don't put a cap on how much time you import, like, the footage.",0.8402,positive,"like, i wish they could allow me to upload, like, infinite amount of time, like… final cut pro, they don't… they don't put a cap on how much time you import, like, the footage.",False,False,False,False
Queena,interviewee,Queena,5,"So… but I don't know if it's because of the way they operate, if they put it into cloud, and it's too much storage for them, or something, but… Yeah, for our user's perspective, we don't really think that much.",0.4215,positive,"so… but i don't know if it's because of the way they operate, if they put it into cloud, and it's too much storage for them, or something, but… yeah, for our user's perspective, we don't really think that much.",False,False,False,False
Queena,interviewee,Queena,5,"We're just like, oh, it's not allowing me to, I'm switching to another software.",0.3612,positive,"we're just like, oh, it's not allowing me to, i'm switching to another software.",False,False,False,False
Queena,interviewer,Frank,6,"Yeah, exactly.",0.296,positive,"yeah, exactly.",False,False,False,False
Queena,interviewer,Frank,6,"Um, so… Just to get a better overview.",0.4404,positive,"um, so… just to get a better overview.",False,False,False,False
Queena,interviewer,Frank,6,"What are some of the other apps or features as a designer, as a student, that you've used alongside Canva?",0.0,neutral,"what are some of the other apps or features as a designer, as a student, that you've used alongside canva?",True,False,False,False
Queena,interviewer,Frank,6,"or you think are similar to Canva, or you… like, think could replace Canva.",0.3612,positive,"or you think are similar to canva, or you… like, think could replace canva.",True,False,False,False
Queena,interviewee,Queena,7,"Um, one of them, I would say, I actually… oh yeah, before I paid the subscription for… for the Canva, I would… I would go to about it this way.",0.296,positive,"um, one of them, i would say, i actually… oh yeah, before i paid the subscription for… for the canva, i would… i would go to about it this way.",True,False,False,False
Queena,interviewee,Queena,7,I would use my iPad to draw it myself.,0.0,neutral,i would use my ipad to draw it myself.,False,False,False,False
Queena,interviewee,Queena,7,"Like, I would reference the template that Canva has.",0.3612,positive,"like, i would reference the template that canva has.",True,False,False,False
Queena,interviewee,Queena,7,Template is such a strong asset in Canva.,0.7003,positive,template is such a strong asset in canva.,True,False,False,False
Queena,interviewee,Queena,7,Because of how professional it looks for some of them.,0.0,neutral,because of how professional it looks for some of them.,False,False,True,False
Queena,interviewee,Queena,7,"And then I would just draw it, like, using the same shape, same color, and then I would draw it onto, like, um… That's like, what is it called?",0.7579,positive,"and then i would just draw it, like, using the same shape, same color, and then i would draw it onto, like, um… that's like, what is it called?",False,False,False,False
Queena,interviewee,Queena,7,Let me see.,0.0,neutral,let me see.,False,False,False,False
Queena,interviewee,Queena,7,I think Procreate.,0.0,neutral,i think procreate.,False,True,False,False
Queena,interviewee,Queena,7,That's… that's what it's.,0.0,neutral,that's… that's what it's.,False,False,False,False
Queena,interviewee,Queena,7,"Um, I feel like… Procreate is so nice if you want to, like, hand draw stuff, it's really nice.",0.9221,positive,"um, i feel like… procreate is so nice if you want to, like, hand draw stuff, it's really nice.",False,True,False,False
Queena,interviewee,Queena,7,"And also, yeah, I use Canva for thumbnail making for YouTube videos.",0.296,positive,"and also, yeah, i use canva for thumbnail making for youtube videos.",True,False,False,False
Queena,interviewee,Queena,7,"And sometimes I want to add those, like, hand-drawn details to make it look a bit more, you know, handmade, personal.",0.4215,positive,"and sometimes i want to add those, like, hand-drawn details to make it look a bit more, you know, handmade, personal.",False,False,False,False
Queena,interviewee,Queena,7,"Um, I have to use, like, um… the cursor to draw it, and it's slightly, like… it's not… it's not as customizable, like, the pen options aren't that many.",0.6124,positive,"um, i have to use, like, um… the cursor to draw it, and it's slightly, like… it's not… it's not as customizable, like, the pen options aren't that many.",False,False,False,False
Queena,interviewee,Queena,7,"And it's, like, all limited to probably, like, 3 options, and they have, like, very specific functions, like, for example, they… I don't know if you know the, um, streamline function, but they would, like, When you draw, you don't have, like, the full control over it.",0.8765,positive,"and it's, like, all limited to probably, like, 3 options, and they have, like, very specific functions, like, for example, they… i don't know if you know the, um, streamline function, but they would, like, when you draw, you don't have, like, the full control over it.",False,False,False,False
Queena,interviewee,Queena,7,"They would, like, kind of curve you back to where your previous like drawing is, so it's kind of like that.",0.7579,positive,"they would, like, kind of curve you back to where your previous like drawing is, so it's kind of like that.",False,False,False,False
Queena,interviewee,Queena,7,"Um, I wish they have, um, I don't know, I haven't used it on iPad, but if they have an option to, like, draw stuff nicely on Canva, that would be nice.",0.9127,positive,"um, i wish they have, um, i don't know, i haven't used it on ipad, but if they have an option to, like, draw stuff nicely on canva, that would be nice.",True,False,False,False
Queena,interviewee,Queena,7,"It doesn't have to be, like, very elaborate.",0.3612,positive,"it doesn't have to be, like, very elaborate.",False,False,False,False
Queena,interviewee,Queena,7,"It could be just, like, Um, just, it could be just, like, good notes.",0.7845,positive,"it could be just, like, um, just, it could be just, like, good notes.",False,False,False,False
Queena,interviewee,Queena,7,"Like, we're… we're the pen functions or something is slightly more customizable, but not to the extent of park rate.",0.1901,positive,"like, we're… we're the pen functions or something is slightly more customizable, but not to the extent of park rate.",False,False,False,False
Queena,interviewee,Queena,7,"But it then would be enough for me like, handwrite stuff, because, like, I feel like I'm able to draw, like, tiny little stars or tiny little outlines, but then it wouldn't be enough for me to write, like… happy, or something, like, without making them look very… like, obvious that I'm writing it with my trackpad.",0.9765,positive,"but it then would be enough for me like, handwrite stuff, because, like, i feel like i'm able to draw, like, tiny little stars or tiny little outlines, but then it wouldn't be enough for me to write, like… happy, or something, like, without making them look very… like, obvious that i'm writing it with my trackpad.",False,False,False,False
Queena,interviewer,Frank,8,Okay.,0.2263,positive,okay.,False,False,False,False
Queena,interviewer,Frank,8,"Yeah, that makes sense.",0.296,positive,"yeah, that makes sense.",False,False,False,False
Queena,interviewee,Queena,9,"And also, it's slightly limited in terms of, like, the pen functions, like, you can't change how it's tapered, like, towards the end, I think it's just, like, if you let go, then it's like a sharp ending instead of, like, around edges, which I know this is, like, so, like, minute, but, like, sometimes those stuff just… matters.",0.9021,positive,"and also, it's slightly limited in terms of, like, the pen functions, like, you can't change how it's tapered, like, towards the end, i think it's just, like, if you let go, then it's like a sharp ending instead of, like, around edges, which i know this is, like, so, like, minute, but, like, sometimes those stuff just… matters.",False,False,False,False
Queena,interviewer,Frank,10,Got it.,0.0,neutral,got it.,False,False,False,False
Queena,interviewer,Frank,10,"Do you think going to a professional setting when you're in college or looking for SARPs or whatever, and when you go to a professional setting once you graduate college, when you land a real job.",0.0,neutral,"do you think going to a professional setting when you're in college or looking for sarps or whatever, and when you go to a professional setting once you graduate college, when you land a real job.",False,False,True,False
Queena,interviewer,Frank,10,Do you think he'll keep using Canva?,0.0,neutral,do you think he'll keep using canva?,True,False,False,False
Queena,interviewee,Queena,11,"Okay, the thing about that is it's actually very dependent on the workspace, so I think it, like, from the perspective that I look at now, when I think about it, It would also be like, oh, it's my personal choice, and I can choose between the different workspace, but when… in the actual company, they would give you instructions to, like, use Figma, or use Photoshop, or use Canva.",0.782,positive,"okay, the thing about that is it's actually very dependent on the workspace, so i think it, like, from the perspective that i look at now, when i think about it, it would also be like, oh, it's my personal choice, and i can choose between the different workspace, but when… in the actual company, they would give you instructions to, like, use figma, or use photoshop, or use canva.",True,True,False,False
Queena,interviewee,Queena,11,"And that's also because of the fact, if they have subscription for it, and then people can, whether they can collaborate on it.",0.0,neutral,"and that's also because of the fact, if they have subscription for it, and then people can, whether they can collaborate on it.",False,False,False,False
Queena,interviewee,Queena,11,"So, I feel like, in terms of the industry, if… If the company itself is reluctant in changing, or, like, using that as a team, then you wouldn't be using it.",0.5509,positive,"so, i feel like, in terms of the industry, if… if the company itself is reluctant in changing, or, like, using that as a team, then you wouldn't be using it.",False,False,False,False
Queena,interviewee,Queena,11,"So it's less of a matter of personal choice, but more of, like, if the company operates on it or not.",0.5542,positive,"so it's less of a matter of personal choice, but more of, like, if the company operates on it or not.",False,False,False,False
Queena,interviewee,Queena,11,"And for… for… as for my experience so far in working at startup, they're very flexible.",0.2944,positive,"and for… for… as for my experience so far in working at startup, they're very flexible.",False,False,False,False
Queena,interviewee,Queena,11,"And if you want to use Canva Pro, they would give you Canva Pro, like, they would give you a budget, and you can… they can work within that.",0.4215,positive,"and if you want to use canva pro, they would give you canva pro, like, they would give you a budget, and you can… they can work within that.",True,False,False,False
Queena,interviewee,Queena,11,"Um, but… for a more, like, I don't know, for more… bigger company or more established one, I think if they already have a system in place, It'd be hard to convince them to switch, unless for a compelling reason.",0.6478,positive,"um, but… for a more, like, i don't know, for more… bigger company or more established one, i think if they already have a system in place, it'd be hard to convince them to switch, unless for a compelling reason.",False,False,False,False
Queena,interviewer,Frank,12,Okay.,0.2263,positive,okay.,False,False,False,False
Queena,interviewee,Queena,13,And they usually wouldn't require you to work within the workspace.,0.0,neutral,and they usually wouldn't require you to work within the workspace.,False,False,False,False
Queena,interviewee,Queena,13,For purposes of collaborating and also consistency.,0.0,neutral,for purposes of collaborating and also consistency.,False,False,False,False
Queena,interviewer,Frank,14,Mm-hmm.,0.0,neutral,mm-hmm.,False,False,False,False
Queena,interviewer,Frank,14,"So, for the current university level of professionalism, Would you keep using Canva coming from high school curriculars to uni clubs?",0.0,neutral,"so, for the current university level of professionalism, would you keep using canva coming from high school curriculars to uni clubs?",True,False,True,True
Queena,interviewee,Queena,15,"Okay, that's interesting.",0.5574,positive,"okay, that's interesting.",False,False,False,False
Queena,interviewee,Queena,15,"Because the clubs that I'm in right now, it's more… okay, I'm in the Trojan news, which I'm part of the video editing team.",0.2263,positive,"because the clubs that i'm in right now, it's more… okay, i'm in the trojan news, which i'm part of the video editing team.",False,False,False,False
Queena,interviewee,Queena,15,"For video editing, I won't be using Canva, just because of how limiting it is.",0.0,neutral,"for video editing, i won't be using canva, just because of how limiting it is.",True,False,False,False
Queena,interviewee,Queena,15,"And I'll be using… Uh, like, I think even iMovie would be better, honestly.",0.8126,positive,"and i'll be using… uh, like, i think even imovie would be better, honestly.",False,False,False,False
Queena,interviewee,Queena,15,"Um, so I would be using Final Cut, as usual.",-0.2732,negative,"um, so i would be using final cut, as usual.",False,False,False,False
Queena,interviewee,Queena,15,"And then for… Marketing purposes, um… I'm think… we haven't started actual marketing yet, because we've been doing branding for the past 2 months, but moving into that, I think I might be for posts, because of the fact that it's still very nice for… quick and easy, um… layouts.",0.8397,positive,"and then for… marketing purposes, um… i'm think… we haven't started actual marketing yet, because we've been doing branding for the past 2 months, but moving into that, i think i might be for posts, because of the fact that it's still very nice for… quick and easy, um… layouts.",False,False,False,False
Queena,interviewee,Queena,15,"Um, I think Figma, for me, for that, is just way too unnecessarily complicated.",0.0,neutral,"um, i think figma, for me, for that, is just way too unnecessarily complicated.",False,True,False,False
Queena,interviewer,Frank,16,Right.,0.0,neutral,right.,False,False,False,False
Queena,interviewer,Frank,16,Yeah.,0.296,positive,yeah.,False,False,False,False
Queena,interviewee,Queena,17,And I think Canva just has better layouts and better templates.,0.7003,positive,and i think canva just has better layouts and better templates.,True,False,False,False
Queena,interviewee,Queena,17,"So I think for that, I would.",0.0,neutral,"so i think for that, i would.",False,False,False,False
Queena,interviewee,Queena,17,"Um… But other… otherwise… and for YouTube thumbnails, I still would be using Canva, just because of just how ease of use it is for background removing.",0.5023,positive,"um… but other… otherwise… and for youtube thumbnails, i still would be using canva, just because of just how ease of use it is for background removing.",True,False,False,False
Queena,interviewee,Queena,17,"That itself, like, it's solely, like… That kind of movie, like, that one feature sold me, because of just how incredibly good it is, but yeah.",0.7504,positive,"that itself, like, it's solely, like… that kind of movie, like, that one feature sold me, because of just how incredibly good it is, but yeah.",False,False,False,False
Queena,interviewee,Queena,17,Um… Yeah.,0.296,positive,um… yeah.,False,False,False,False
Queena,interviewee,Queena,17,For other ones?,0.0,neutral,for other ones?,False,False,False,False
Queena,interviewee,Queena,17,"Nope, I don't know.",0.0,neutral,"nope, i don't know.",False,False,False,False
Queena,interviewer,Frank,18,Okay.,0.2263,positive,okay.,False,False,False,False
Queena,interviewer,Frank,18,What would you say your design service using percentage transitioning from highschool to university was like?,0.3612,positive,what would you say your design service using percentage transitioning from highschool to university was like?,False,False,False,False
Queena,interviewee,Queena,19,"Okay, I think… Canva definitely peaked for me in probably grade 11.",0.5574,positive,"okay, i think… canva definitely peaked for me in probably grade 11.",True,False,False,False
Queena,interviewee,Queena,19,"Just because there were so many events, banners we have to make, and the fact that we had to make them in rapid successions, and, like, it's one after… So, Canva was so nice for us to make sure that, um, the kind of theme was on point, because we could just, like, you know, copy and paste it over into another template, and then maintain the font, maintain the color scheme, And we can transition from the PowerPoint to making a banner.",0.8755,positive,"just because there were so many events, banners we have to make, and the fact that we had to make them in rapid successions, and, like, it's one after… so, canva was so nice for us to make sure that, um, the kind of theme was on point, because we could just, like, you know, copy and paste it over into another template, and then maintain the font, maintain the color scheme, and we can transition from the powerpoint to making a banner.",True,False,False,False
Queena,interviewee,Queena,19,"So that's, like, the really nice option of that, and… Um, afterwards, I haven't been using it as much because I've been also… For us to, like, use Figma, for example, or to use other softwares, so it's, like, slightly declining.",0.8867,positive,"so that's, like, the really nice option of that, and… um, afterwards, i haven't been using it as much because i've been also… for us to, like, use figma, for example, or to use other softwares, so it's, like, slightly declining.",False,True,False,False
Queena,interviewee,Queena,19,"It used to be, like, 100% Canva.",0.3612,positive,"it used to be, like, 100% canva.",True,False,False,False
Queena,interviewee,Queena,19,"And then now it's slowly transitioning into, like, also having to learn other softwares.",0.3612,positive,"and then now it's slowly transitioning into, like, also having to learn other softwares.",False,False,False,False
Queena,interviewer,Frank,20,"Okay, got it.",0.2263,positive,"okay, got it.",False,False,False,False
Queena,interviewee,Queena,21,"Probably still, like, 60% Canva, because of just how… how… how, like, how much I've been using it in the past, and most of my past works has been on it.",0.6124,positive,"probably still, like, 60% canva, because of just how… how… how, like, how much i've been using it in the past, and most of my past works has been on it.",True,False,False,False
Queena,interviewee,Queena,22,"Oh yeah, and also one thing that's very confusing is you know how there's, like, workspace within Canva?",0.3626,positive,"oh yeah, and also one thing that's very confusing is you know how there's, like, workspace within canva?",True,False,False,False
Queena,interviewee,Queena,22,And I can't transition it from one workspace to another.,0.0,neutral,and i can't transition it from one workspace to another.,False,False,False,False
Queena,interviewee,Queena,22,"For example, if I've been using Mr. Kwong's workspace, and I've been having Hemet stuff in there, which is my company.",0.0,neutral,"for example, if i've been using mr. kwong's workspace, and i've been having hemet stuff in there, which is my company.",False,False,False,False
Queena,interviewer,Frank,23,Mm-hmm.,0.0,neutral,mm-hmm.,False,False,False,False
Queena,interviewee,Queena,24,"I've been using it there, um, and we have… now have a Hemo workspace.",0.0,neutral,"i've been using it there, um, and we have… now have a hemo workspace.",False,False,False,False
Queena,interviewee,Queena,24,I can't really transition it into that.,0.0,neutral,i can't really transition it into that.,False,False,False,False
Queena,interviewee,Queena,24,"Like, or I don't know how to in an easy way.",0.6597,positive,"like, or i don't know how to in an easy way.",False,False,False,False
Queena,interviewee,Queena,24,That's what's quite frustrating.,-0.4927,negative,that's what's quite frustrating.,False,False,False,False
Queena,interviewer,Frank,25,"Okay, I totally agree, that was one of the things that was frustrating for me as well transitioning to a Yale email account.",0.4391,positive,"okay, i totally agree, that was one of the things that was frustrating for me as well transitioning to a yale email account.",False,False,False,False
Queena,interviewer,Frank,25,Has that been a big issue for you?,0.0,neutral,has that been a big issue for you?,False,False,False,False
Queena,interviewee,Queena,26,"Yeah, it really has… I’ve been using my old LMS account for Canva for so long, and since its non-existent now, there’s almost 100 files on a non-existent account right now.",0.296,positive,"yeah, it really has… i’ve been using my old lms account for canva for so long, and since its non-existent now, there’s almost 100 files on a non-existent account right now.",True,False,False,False
Queena,interviewee,Queena,26,"And I don't want to lose them all, but, like, I have, like, no way to deal with it.",0.6391,positive,"and i don't want to lose them all, but, like, i have, like, no way to deal with it.",False,False,False,False
Queena,interviewer,Frank,27,Hmm.,0.0,neutral,hmm.,False,False,False,False
Queena,interviewer,Frank,27,"Okay, cool.",0.4939,positive,"okay, cool.",False,False,False,False
Queena,interviewer,Frank,27,"Wait, so have you tried transitioning from one email account to another?",0.0,neutral,"wait, so have you tried transitioning from one email account to another?",False,False,False,False
Queena,interviewee,Queena,28,"I have, but I don't think it ever worked.",0.0,neutral,"i have, but i don't think it ever worked.",False,False,False,False
Queena,interviewee,Queena,28,I'm not sure why.,-0.2411,negative,i'm not sure why.,False,False,False,False
Queena,interviewee,Queena,28,"I think I tried, like, probably 2 or 3 times by now, but… The last time I tried, I think it just made me, like, give up.",0.6124,positive,"i think i tried, like, probably 2 or 3 times by now, but… the last time i tried, i think it just made me, like, give up.",False,False,False,False
Queena,interviewee,Queena,28,So this is not happening.,0.0,neutral,so this is not happening.,False,False,False,False
Queena,interviewer,Frank,29,"Ok, thank you so much for your time.",0.5719,positive,"ok, thank you so much for your time.",False,False,False,False
Queena,interviewer,Frank,29,That was a very long time.,0.0,neutral,that was a very long time.,False,False,False,False
Queena,interviewer,Frank,29,"Um, I'll end the recording now, so this will be the end of our formal interview.",0.0,neutral,"um, i'll end the recording now, so this will be the end of our formal interview.",False,False,False,False
Jane,interviewer,Navaa,1,"So if you can just tell us a bit about yourself, name, age, what you do, what like your hobbies are, how you use Canva, sure.",0.5859,positive,"so if you can just tell us a bit about yourself, name, age, what you do, what like your hobbies are, how you use canva, sure.",True,False,False,False
Jane,interviewee,Jane,2,"Hi, my name is Jane.",0.0,neutral,"hi, my name is jane.",False,False,False,False
Jane,interviewee,Jane,2,"I'm a senior at UCLA, studying polysign econ in my free time, I like to do yoga.",0.7003,positive,"i'm a senior at ucla, studying polysign econ in my free time, i like to do yoga.",False,False,False,False
Jane,interviewee,Jane,2,"Shop go, you know, look at different cafes in LA with my friends, hang out with friends, watch movies.",0.7351,positive,"shop go, you know, look at different cafes in la with my friends, hang out with friends, watch movies.",False,False,False,False
Jane,interviewer,Navaa,3,"So would you describe yourself as, like, a current user of Canva to like, in in this moment as a student?",0.6124,positive,"so would you describe yourself as, like, a current user of canva to like, in in this moment as a student?",True,False,False,False
Jane,interviewee,Jane,4,"We do use Canva, we do have our premium accounts.",0.0,neutral,"we do use canva, we do have our premium accounts.",True,False,False,False
Jane,interviewee,Jane,4,"I cannot access it, to be honest.",0.5106,positive,"i cannot access it, to be honest.",False,False,False,False
Jane,interviewee,Jane,4,"We use all the time for group projects, like earlier today, I was doing a group project for one of my classes, and we used Canva for slideshows.",0.3612,positive,"we use all the time for group projects, like earlier today, i was doing a group project for one of my classes, and we used canva for slideshows.",True,False,False,False
Jane,interviewee,Jane,4,"I think we've had Canva premium, like, accessible to students for either two or three years.",0.3612,positive,"i think we've had canva premium, like, accessible to students for either two or three years.",True,False,False,False
Jane,interviewee,Jane,4,"Now, I know it wasn't a thing my freshman year, but definitely my sophomore or junior year.",0.5499,positive,"now, i know it wasn't a thing my freshman year, but definitely my sophomore or junior year.",False,False,False,False
Jane,interviewee,Jane,4,"Like, everyone used to  access Canva Pro, um, yeah, I think it's pretty good.",0.8689,positive,"like, everyone used to  access canva pro, um, yeah, i think it's pretty good.",True,False,False,False
Jane,interviewee,Jane,4,"Like, I use it quite a bit, but I think some people actually defer to Google Slides.",-0.2617,negative,"like, i use it quite a bit, but i think some people actually defer to google slides.",False,False,False,False
Jane,interviewer,Navaa,5,"Yeah, that is kind of like a nice segue into the next question, which is, like, what's the biggest value that you would say Canva provides for you currently?",0.8694,positive,"yeah, that is kind of like a nice segue into the next question, which is, like, what's the biggest value that you would say canva provides for you currently?",True,False,False,False
Jane,interviewer,Navaa,5,"And like, why do you use it?",0.3612,positive,"and like, why do you use it?",False,False,False,False
Jane,interviewer,Navaa,5,"Why would you choose Canva for like, something specifically over like, Google Slides?",0.6124,positive,"why would you choose canva for like, something specifically over like, google slides?",True,False,False,False
Jane,interviewee,Jane,6,"Personally, I wouldn't choose it over Google Slides.",0.0,neutral,"personally, i wouldn't choose it over google slides.",False,False,False,False
Jane,interviewee,Jane,6,"I just think I know how to use Google, like the Google Cloud stuff, better than I know how to use other, secondary party stuff like Canva.",0.8625,positive,"i just think i know how to use google, like the google cloud stuff, better than i know how to use other, secondary party stuff like canva.",True,False,False,False
Jane,interviewee,Jane,6,"But I guess if I were to use it, it would for it to be for, if I want to make an Instagram post for a club or something, or if I want to make a flyer for a club, or even if I want to do like a presentation or something, I think Canva offers a lot more like templates and stickers and to think make things more eye catching.",0.8338,positive,"but i guess if i were to use it, it would for it to be for, if i want to make an instagram post for a club or something, or if i want to make a flyer for a club, or even if i want to do like a presentation or something, i think canva offers a lot more like templates and stickers and to think make things more eye catching.",True,False,False,False
Jane,interviewee,Jane,6,I think that's why a lot of people like to use it.,0.3612,positive,i think that's why a lot of people like to use it.,False,False,False,False
Jane,interviewer,Navaa,7,"Yeah, absolutely like aesthetic value.",0.7688,positive,"yeah, absolutely like aesthetic value.",False,False,False,False
Jane,interviewer,Navaa,7,"Yeah, yeah.",0.5267,positive,"yeah, yeah.",False,False,False,False
Jane,interviewer,Navaa,7,And then what are some reasons that you would like stop using Canva and have you switched to another design tool before?,0.0772,positive,and then what are some reasons that you would like stop using canva and have you switched to another design tool before?,True,False,False,False
Jane,interviewer,Navaa,7,"And if yes, which one and why it's just like stuff you don't like about it?",0.7717,positive,"and if yes, which one and why it's just like stuff you don't like about it?",False,False,False,False
Jane,interviewee,Jane,8,"Actually, today, I was having a hard time trying to add a text box to Canva.",-0.1027,negative,"actually, today, i was having a hard time trying to add a text box to canva.",True,False,False,False
Jane,interviewee,Jane,8,So I think that's kind of confusing.,-0.2944,negative,so i think that's kind of confusing.,False,False,False,False
Jane,interviewee,Jane,8,"I think like, you can add a text box, then if you click out of it, it clicks away, or something, it's kind of hard to find.",0.204,positive,"i think like, you can add a text box, then if you click out of it, it clicks away, or something, it's kind of hard to find.",False,False,False,False
Jane,interviewee,Jane,8,"I think, honestly, that's it.",0.4588,positive,"i think, honestly, that's it.",False,False,False,False
Jane,interviewee,Jane,8,"Like, I think it's pretty intuitive.",0.6908,positive,"like, i think it's pretty intuitive.",False,False,False,False
Jane,interviewee,Jane,8,"Honestly, I think it's very similar to Google, Google Slides or Outlook slides or whatever they're called, but just the organization of everything.",0.25,positive,"honestly, i think it's very similar to google, google slides or outlook slides or whatever they're called, but just the organization of everything.",False,False,False,False
Jane,interviewee,Jane,8,"But I think besides Canva, I haven't really used other stuff, like for UCLA.",0.5023,positive,"but i think besides canva, i haven't really used other stuff, like for ucla.",True,False,False,False
